bK19N14C,3981207,"       (2019 NC14)","2019 NC14",,,N,N,19.169,,,,"JPL 1",2459000.5,59000,20200531.0000000,J2000,.223415451800413,2.303825389116532,1.7891151989378,6.283933922782762,10.85295265733919,354.3522515864173,58.99154363315518,2.818535579295264,.2818575897257455,2458791.204434496316,20191103.7044345,1277.240752503025,3.4968945995976,.787596,306.50873532,2.976E-5,5.5613E-5,9.4366E-5,.00034969,.0028399,.02728,.013041,6.8038E-5,1.0206E-5,.050624,.046248,MBA,.59702
bK19N14E,3981253,"       (2019 NE14)","2019 NE14",,,N,N,18.824,,,,"JPL 1",2459000.5,59000,20200531.0000000,J2000,.2485050473072382,2.362626111949656,1.775501598230291,6.212584467811136,141.424933070578,236.2707995067971,48.57905823263336,2.949750625669022,.2714010819301577,2458821.506394347629,20191204.0063943,1326.450128495222,3.63162252839212,.785693,305.76814481,3.4906E-5,8.7323E-5,2.9971E-5,.00031191,.00044062,.0072005,.0066551,.00010902,1.5047E-5,.015365,.073539,MBA,.39377
bK19N14F,3981275,"       (2019 NF14)","2019 NF14",,,N,N,18.1,,,,"JPL 3",2459000.5,59000,20200531.0000000,J2000,.1780140648766552,2.390064305775145,1.96459924338751,11.65177713421209,140.3790601455615,161.9111011061592,96.13312641210854,2.815529368162779,.2667409508103304,2458640.101170648652,20190605.6011706,1349.624041251853,3.69506924367379,.952924,370.84943308,1.7763E-7,8.6574E-8,3.6162E-7,1.0342E-5,3.2572E-5,.00040232,.00028625,1.0199E-7,1.4493E-8,.0010908,7.333E-5,MBA,.45443
bK19N14G,3981297,"       (2019 NG14)","2019 NG14",,,N,N,17.693,,,,"JPL 1",2459000.5,59000,20200531.0000000,J2000,.2262418365227738,2.713286386570275,2.099427491460375,13.32579673305783,290.5755543244808,74.00857228843306,32.12030476352835,3.327145281680175,.2205264163973913,2458854.847133154120,20200106.3471332,1632.457489134887,4.46942502158764,1.14143,444.2103131,4.2525E-5,.00015711,8.3238E-5,.0015467,.0017067,.0097782,.010173,.00019266,1.9155E-5,.034028,.14179,MBA,.60548
bK19N14H,3981319,"       (2019 NH14)","2019 NH14",,,N,N,20.363,,,,"JPL 1",2459000.5,59000,20200531.0000000,J2000,.2661297891125837,2.313880418440693,1.698087910649334,1.570384167935439,146.4448050589237,191.6140919929842,74.96439156179909,2.929672926232052,.2800223575497598,2458732.791406237168,20190906.2914062,1285.611631692759,3.5198128177762,.689025,268.14785925,5.3321E-6,2.9002E-5,9.9491E-6,4.7255E-5,.00026066,.0067939,.0043094,3.672E-5,5.2647E-6,.013831,.024171,MBA,.59581
bK19N14J,3981341,"       (2019 NJ14)","2019 NJ14",,,N,N,18.635,,,,"JPL 1",2459000.5,59000,20200531.0000000,J2000,.1964709592814901,2.457683908107734,1.974820393071125,1.504698493773863,163.0694187496146,172.2723946407711,66.20533116336981,2.940547423144342,.2558085376515711,2458741.691862589254,20190915.1918626,1407.302521272159,3.85298431559797,.965081,375.58057277,7.7076E-6,4.1646E-5,1.9743E-5,9.5304E-5,.0010571,.018483,.012867,4.9828E-5,6.5021E-6,.045891,.03577,MBA,.44167
bK19N14K,3981363,"       (2019 NK14)","2019 NK14",,,N,N,17.426,,,,"JPL 1",2459000.5,59000,20200531.0000000,J2000,.2664078625757433,3.114967794981996,2.285115882728566,11.53934394837249,316.9148621475973,350.5121074094536,57.20662380759078,3.944819707235426,.1792766517360255,2458681.403100020943,20190716.9031000,2008.069631566296,5.49779502139985,1.27137,494.7790629,1.6773E-5,.00021828,.00018456,.0020713,.00031211,.022302,.01677,.00027644,1.8844E-5,.066416,.21108,MBA,.25458
bK19N14L,3981385,"       (2019 NL14)","2019 NL14",,,N,N,17.092,,,,"JPL 1",2459000.5,59000,20200531.0000000,J2000,.2698122958776991,3.206183082809315,2.341115464232294,20.29842466090374,322.2828912515911,75.0724822079288,5.476289148871947,4.071250701386335,.1716807478772386,2458968.601902999702,20200429.1019030,2096.915376075949,5.74104141293894,1.43822,559.7120774,5.7895E-5,.00015175,8.8241E-5,.0012113,.00023883,.0060939,.0028689,.00019269,1.2188E-5,.014504,.14887,OMB,.4394
bK19N14M,3981407,"       (2019 NM14)","2019 NM14",,,N,N,19.7,,,,"JPL 1",2459000.5,59000,20200531.0000000,J2000,.296849156433439,2.381164663572048,1.674317941861572,5.253085459673328,114.738698606882,199.3925143542771,79.16403152398669,3.088011385282524,.2682377702878237,2458705.373659518410,20190809.8736595,1342.092873847385,3.67445003106745,.661426,257.40715642,3.706E-5,.00025136,8.8871E-5,.00073341,.0010169,.0074607,.015013,.00032598,4.2474E-5,.015254,.21251,MBA,.43471
bK19N14N,3981429,"       (2019 NN14)","2019 NN14",,,N,N,17.548,,,,"JPL 1",2459000.5,59000,20200531.0000000,J2000,.217303442799175,3.100185946550425,2.426504867047398,16.2903750735161,324.7700398068067,330.7689054794987,64.58957792531082,3.773867026053451,.1805603795748539,2458642.782664240112,20190608.2826642,1993.792884394978,5.45870741791917,1.42421,554.2598057,3.8659E-5,.00014259,.0001933,.0024189,.0013806,.02514,.016212,.00017357,1.2457E-5,.078231,.13755,MBA,.37802
